Region,Name,count
MEANO,Prunus,1
MEANO,Prunus avium,9
MEANO,Prunus dulcis,1
MEANO,Pterocarya rhoifolia,1
MEANO,Pyrus calleryana,14
MEANO,Quercus petraea,1
MEANO,Quercus robur,33
MEANO,Quercus rubra,1
MEANO,Sophora japonica,1
MEANO,Sorbus aucuparia,1
MEANO,Sorbus torminalis,2
MEANO,Tilia cordata,1
MEANO,Tilia x europaea,19
MEANO,Ulmus minor,1
OLTREFERSINA,Abies,8
OLTREFERSINA,Abies alba,3
OLTREFERSINA,Acer,8
OLTREFERSINA,Acer buergerianum,28
OLTREFERSINA,Acer campestre,128
OLTREFERSINA,Acer negundo,30
OLTREFERSINA,Acer platanoides,78
OLTREFERSINA,Acer pseudoplatanus,31
OLTREFERSINA,Acer rubrum,5
OLTREFERSINA,Acer saccharinum,18
OLTREFERSINA,Aesculus hippocastanum,34
OLTREFERSINA,Ailanthus altissima,9
OLTREFERSINA,Alnus,1
OLTREFERSINA,Alnus glutinosa,1
OLTREFERSINA,Arbutus unedo,1
OLTREFERSINA,Aucuba japonica,2
OLTREFERSINA,Berberis thunbergii,1
OLTREFERSINA,Betula,12
OLTREFERSINA,Betula pendula,33
OLTREFERSINA,Buxus sempervirens,5
OLTREFERSINA,Calocedrus decurrens,1
OLTREFERSINA,Calycanthus,2
OLTREFERSINA,Carpinus betulus,126
OLTREFERSINA,Cedrus atlantica,19
OLTREFERSINA,Cedrus deodara,95
OLTREFERSINA,Cedrus libani,5
OLTREFERSINA,Celtis australis,341
OLTREFERSINA,Cercis siliquastrum,23
OLTREFERSINA,Chamaecyparis lawsoniana,14
OLTREFERSINA,Clerodendrum trichotomum,4
OLTREFERSINA,Cornus,2
OLTREFERSINA,Corylus avellana,2
OLTREFERSINA,Corylus colurna,23
OLTREFERSINA,Corylus maxima,2
OLTREFERSINA,Crataegus,7
OLTREFERSINA,Crataegus monogyna,2
OLTREFERSINA,Crataegus x lavallei,1
OLTREFERSINA,Cupressus,17
OLTREFERSINA,Cupressus lusitanica,1
OLTREFERSINA,Cupressus sempervirens,38
OLTREFERSINA,Davidia involucrata,1
OLTREFERSINA,Diospyros kaki,3
OLTREFERSINA,Diospyros lotus,3
OLTREFERSINA,Elaeagnus,2
OLTREFERSINA,Elaeagnus pungens,7
OLTREFERSINA,Fagus,2
OLTREFERSINA,Fagus sylvatica,20
OLTREFERSINA,Ficus carica,5
OLTREFERSINA,Forsythia viridissima,1
OLTREFERSINA,Forsythia x intermedia,1
OLTREFERSINA,Fraxinus,3
OLTREFERSINA,Fraxinus angustifolia,26
OLTREFERSINA,Fraxinus excelsior,22
OLTREFERSINA,Fraxinus ornus,23
OLTREFERSINA,Ginkgo biloba,6
OLTREFERSINA,Gleditsia triacanthos,32
OLTREFERSINA,Ilex,1
OLTREFERSINA,Ilex aquifolium,1
OLTREFERSINA,Juglans,2
OLTREFERSINA,Juglans nigra,1
OLTREFERSINA,Juglans regia,3
OLTREFERSINA,Juniperus chinensis,6
OLTREFERSINA,Juniperus drupacea,4
OLTREFERSINA,Lagerstroemia,1
OLTREFERSINA,Lagerstroemia indica,6
OLTREFERSINA,Larix decidua,3
OLTREFERSINA,Laurus nobilis,1
OLTREFERSINA,Ligustrum lucidum,10
OLTREFERSINA,Liquidambar styraciflua,53
OLTREFERSINA,Liriodendron tulipifera,93
OLTREFERSINA,Magnolia,1
OLTREFERSINA,Morus,2
OLTREFERSINA,Morus alba,6
OLTREFERSINA,Morus nigra,12
OLTREFERSINA,Nerium oleander,1
OLTREFERSINA,Olea europaea,4
OLTREFERSINA,Osmanthus fragrans,1
OLTREFERSINA,Ostrya carpinifolia,17
OLTREFERSINA,Parrotia persica,6
OLTREFERSINA,Paulownia tomentosa,1
OLTREFERSINA,Philadelphus,3
OLTREFERSINA,Picea,2
OLTREFERSINA,Picea abies,50
OLTREFERSINA,Picea obovata,4
OLTREFERSINA,Picea pungens,10
OLTREFERSINA,Picea sitchensis,1
OLTREFERSINA,Pinus coulteri,1
OLTREFERSINA,Pinus nigra,145
OLTREFERSINA,Pinus strobus,13
OLTREFERSINA,Pinus sylvestris,6
OLTREFERSINA,Pinus wallichiana,3
OLTREFERSINA,Pittosporum tobira,1
OLTREFERSINA,Platanus,25
OLTREFERSINA,Platanus orientalis,1
OLTREFERSINA,Platanus x acerifolia 'Bloodgood',35
OLTREFERSINA,Platanus x hispanica,31
OLTREFERSINA,Populus,1
OLTREFERSINA,Populus alba,5
OLTREFERSINA,Populus nigra,5
OLTREFERSINA,Populus tremula,1
OLTREFERSINA,Prunus,8
OLTREFERSINA,Prunus avium,21
OLTREFERSINA,Prunus cerasifera,106
OLTREFERSINA,Prunus laurocerasus,5
OLTREFERSINA,Prunus mahaleb,3
OLTREFERSINA,Prunus serrulata,6
OLTREFERSINA,Pseudotsuga menziesii,9
OLTREFERSINA,Pterocarya,5
OLTREFERSINA,Pterocarya rhoifolia,3
OLTREFERSINA,Pyrus,8
OLTREFERSINA,Pyrus communis,4
OLTREFERSINA,Quercus,7
OLTREFERSINA,Quercus cerris,5
OLTREFERSINA,Quercus ilex,5
OLTREFERSINA,Quercus petraea,9
OLTREFERSINA,Quercus pubescens,1
OLTREFERSINA,Quercus robur,88
OLTREFERSINA,Quercus rubra,30
OLTREFERSINA,Robinia pseudoacacia,120
OLTREFERSINA,Salix,1
OLTREFERSINA,Salix alba,1
OLTREFERSINA,Salix magnifica,3
OLTREFERSINA,Sambucus nigra,5
OLTREFERSINA,Sequoiadendron giganteum,1
OLTREFERSINA,Sophora japonica,8
OLTREFERSINA,Sorbus,2
OLTREFERSINA,Sorbus aucuparia,4
OLTREFERSINA,Sorbus thuringiaca,2
OLTREFERSINA,Sorbus torminalis,3
OLTREFERSINA,Spiraea japonica,2
OLTREFERSINA,Syringa vulgaris,1
OLTREFERSINA,Taxodium distichum,3
OLTREFERSINA,Taxus baccata,5
OLTREFERSINA,Thuja,5
OLTREFERSINA,Thuja occidentalis,1
OLTREFERSINA,Thuja orientalis,4
OLTREFERSINA,Tilia,10
OLTREFERSINA,Tilia cordata,116
OLTREFERSINA,Tilia platyphyllos,9
OLTREFERSINA,Tilia tomentosa,1
OLTREFERSINA,Tilia x euchlora,9
OLTREFERSINA,Tilia x europaea,100
OLTREFERSINA,Tilia x vulgaris,2
OLTREFERSINA,Torreya nucifera,1
OLTREFERSINA,Ulmus,25
OLTREFERSINA,Ulmus glabra,11
OLTREFERSINA,Ulmus laevis,2
OLTREFERSINA,Ulmus minor,14
OLTREFERSINA,Ulmus pumila,1
OLTREFERSINA,Viburnum,2
OLTREFERSINA,Zanthoxylum flavum,1
POVO,Acer,1
POVO,Acer campestre,7
POVO,Acer palmatum,12
POVO,Acer pseudoplatanus,8
POVO,Aesculus hippocastanum,13
POVO,Betula,4
POVO,Betula pendula,3
POVO,Carpinus betulus,1
POVO,Cedrus deodara,3
POVO,Celtis australis,21
POVO,Corylus colurna,3
POVO,Corylus maxima,2
POVO,Cupressus,14
POVO,Cupressus sempervirens,4
POVO,Fagus sylvatica,1
POVO,Fraxinus angustifolia,1
POVO,Juglans,1
POVO,Liriodendron tulipifera,10
POVO,Malus,3
POVO,Ostrya carpinifolia,17
POVO,Parrotia persica,1
POVO,Pinus nigra,4
POVO,Pinus sylvestris,1
POVO,Platanus x hispanica,2
POVO,Prunus avium,23
POVO,Prunus cerasifera,1
POVO,Prunus serrulata,3
POVO,Sophora japonica,3
POVO,Sorbus,5
POVO,Tilia cordata,1
POVO,Tilia x europaea,16
RAVINA-ROMAGNANO,Abies alba,3
RAVINA-ROMAGNANO,Acer buergerianum,1
RAVINA-ROMAGNANO,Acer campestre,1
RAVINA-ROMAGNANO,Acer monspessulanum,6
RAVINA-ROMAGNANO,Acer negundo,1
RAVINA-ROMAGNANO,Acer platanoides,7
RAVINA-ROMAGNANO,Acer pseudoplatanus,4
RAVINA-ROMAGNANO,Acer saccharinum,1
RAVINA-ROMAGNANO,Aesculus hippocastanum,3
RAVINA-ROMAGNANO,Betula pendula,1
RAVINA-ROMAGNANO,Carpinus betulus,5
RAVINA-ROMAGNANO,Catalpa bignonioides,1
RAVINA-ROMAGNANO,Cedrus atlantica,1
RAVINA-ROMAGNANO,Cedrus deodara,6
RAVINA-ROMAGNANO,Celtis australis,15
RAVINA-ROMAGNANO,Clerodendrum trichotomum,10
RAVINA-ROMAGNANO,Corylus colurna,12
RAVINA-ROMAGNANO,Crataegus,1
RAVINA-ROMAGNANO,Cupressus,16
RAVINA-ROMAGNANO,Cupressus sempervirens,12
RAVINA-ROMAGNANO,Fraxinus,3
RAVINA-ROMAGNANO,Fraxinus americana,10
RAVINA-ROMAGNANO,Fraxinus angustifolia,3
RAVINA-ROMAGNANO,Fraxinus excelsior,5
RAVINA-ROMAGNANO,Ginkgo biloba,1
RAVINA-ROMAGNANO,Juglans nigra,1
RAVINA-ROMAGNANO,Ligustrum japonicum,2
RAVINA-ROMAGNANO,Ligustrum lucidum,1
RAVINA-ROMAGNANO,Liriodendron tulipifera,3
RAVINA-ROMAGNANO,Magnolia grandiflora,1
RAVINA-ROMAGNANO,Malus floribunda,4
RAVINA-ROMAGNANO,Morus alba,18
RAVINA-ROMAGNANO,Pinus nigra,19
RAVINA-ROMAGNANO,Pinus sylvestris,17
RAVINA-ROMAGNANO,Platanus x hispanica,23
RAVINA-ROMAGNANO,Populus nigra,2
RAVINA-ROMAGNANO,Prunus avium,7
RAVINA-ROMAGNANO,Prunus cerasifera,14
RAVINA-ROMAGNANO,Prunus serrulata,2
RAVINA-ROMAGNANO,Pyrus calleryana,1
RAVINA-ROMAGNANO,Pyrus communis,7
RAVINA-ROMAGNANO,Quercus robur,4
RAVINA-ROMAGNANO,Quercus rubra,1
RAVINA-ROMAGNANO,Robinia pseudoacacia,3
RAVINA-ROMAGNANO,Sophora japonica,1
RAVINA-ROMAGNANO,Tamarix gallica,1
RAVINA-ROMAGNANO,Tilia cordata,34
RAVINA-ROMAGNANO,Tilia platyphyllos,5
RAVINA-ROMAGNANO,Tilia x europaea,18
RAVINA-ROMAGNANO,Ulmus glabra,1
S.GIUSEPPE-S.CHIARA,Abies alba,1
S.GIUSEPPE-S.CHIARA,Acer buergerianum,1
S.GIUSEPPE-S.CHIARA,Acer campestre,181
S.GIUSEPPE-S.CHIARA,Acer monspessulanum,4
S.GIUSEPPE-S.CHIARA,Acer negundo,41
S.GIUSEPPE-S.CHIARA,Acer palmatum,4
S.GIUSEPPE-S.CHIARA,Acer platanoides,21
S.GIUSEPPE-S.CHIARA,Acer pseudoplatanus,18
S.GIUSEPPE-S.CHIARA,Acer rubrum,8
S.GIUSEPPE-S.CHIARA,Acer saccharinum,18
S.GIUSEPPE-S.CHIARA,Acer x freemanii,5
S.GIUSEPPE-S.CHIARA,Aesculus,1
S.GIUSEPPE-S.CHIARA,Aesculus hippocastanum,405
S.GIUSEPPE-S.CHIARA,Alnus,52
S.GIUSEPPE-S.CHIARA,Alnus glutinosa,1
S.GIUSEPPE-S.CHIARA,Betula,78
S.GIUSEPPE-S.CHIARA,Betula pendula,25
S.GIUSEPPE-S.CHIARA,Carpinus betulus,123
S.GIUSEPPE-S.CHIARA,Catalpa bignonioides,4
S.GIUSEPPE-S.CHIARA,Cedrus,2
S.GIUSEPPE-S.CHIARA,Cedrus atlantica,19
S.GIUSEPPE-S.CHIARA,Cedrus deodara,56
S.GIUSEPPE-S.CHIARA,Cedrus libani,2
S.GIUSEPPE-S.CHIARA,Celtis australis,83
S.GIUSEPPE-S.CHIARA,Cercis siliquastrum,3
S.GIUSEPPE-S.CHIARA,Chamaecyparis,2
S.GIUSEPPE-S.CHIARA,Chamaecyparis lawsoniana,2
S.GIUSEPPE-S.CHIARA,Cornus mas,1
S.GIUSEPPE-S.CHIARA,Corylus colurna,45
S.GIUSEPPE-S.CHIARA,Crataegus monogyna,1
S.GIUSEPPE-S.CHIARA,Crataegus x lavallei,1
S.GIUSEPPE-S.CHIARA,Cupressus,212
S.GIUSEPPE-S.CHIARA,Cupressus arizonica,1
S.GIUSEPPE-S.CHIARA,Cupressus lusitanica,2
S.GIUSEPPE-S.CHIARA,Cupressus sempervirens,12
S.GIUSEPPE-S.CHIARA,Cupressus torulosa,3
S.GIUSEPPE-S.CHIARA,Davidia involucrata,1
S.GIUSEPPE-S.CHIARA,Eriobotrya japonica,2
S.GIUSEPPE-S.CHIARA,Eucalyptus cordata,1
S.GIUSEPPE-S.CHIARA,Fagus sylvatica,18
S.GIUSEPPE-S.CHIARA,Fraxinus,2
S.GIUSEPPE-S.CHIARA,Fraxinus angustifolia,70
S.GIUSEPPE-S.CHIARA,Fraxinus angustifolia ssp. Oxycarpa,1
S.GIUSEPPE-S.CHIARA,Fraxinus excelsior,26
S.GIUSEPPE-S.CHIARA,Fraxinus ornus,14
S.GIUSEPPE-S.CHIARA,Ginkgo biloba,13
S.GIUSEPPE-S.CHIARA,Ilex,2
S.GIUSEPPE-S.CHIARA,Ilex aquifolium,15
S.GIUSEPPE-S.CHIARA,Juglans nigra,1
S.GIUSEPPE-S.CHIARA,Koelreuteria paniculata,1
S.GIUSEPPE-S.CHIARA,Laurus nobilis,3
S.GIUSEPPE-S.CHIARA,Ligustrum,11
S.GIUSEPPE-S.CHIARA,Ligustrum japonicum,12
S.GIUSEPPE-S.CHIARA,Ligustrum lucidum,9
S.GIUSEPPE-S.CHIARA,Liquidambar styraciflua,27
S.GIUSEPPE-S.CHIARA,Liriodendron tulipifera,76
S.GIUSEPPE-S.CHIARA,Magnolia,2
S.GIUSEPPE-S.CHIARA,Magnolia grandiflora,27
S.GIUSEPPE-S.CHIARA,Malus,1
S.GIUSEPPE-S.CHIARA,Morus,1
S.GIUSEPPE-S.CHIARA,Morus alba,4
S.GIUSEPPE-S.CHIARA,Morus nigra,65
S.GIUSEPPE-S.CHIARA,Nerium oleander,1
S.GIUSEPPE-S.CHIARA,Osmanthus fragrans,1
S.GIUSEPPE-S.CHIARA,Ostrya carpinifolia,40
S.GIUSEPPE-S.CHIARA,Parrotia persica,147
S.GIUSEPPE-S.CHIARA,Parthenocissus,13
S.GIUSEPPE-S.CHIARA,Paulownia tomentosa,5
S.GIUSEPPE-S.CHIARA,Photinia serrulata,2
S.GIUSEPPE-S.CHIARA,Photinia x fraseri,6
S.GIUSEPPE-S.CHIARA,Picea,1
S.GIUSEPPE-S.CHIARA,Picea abies,17
S.GIUSEPPE-S.CHIARA,Picea pungens,1
S.GIUSEPPE-S.CHIARA,Pinus bungeana,1
S.GIUSEPPE-S.CHIARA,Pinus cembra,1
S.GIUSEPPE-S.CHIARA,Pinus halepensis,3
S.GIUSEPPE-S.CHIARA,Pinus nigra,23
S.GIUSEPPE-S.CHIARA,Pinus pinaster,3
S.GIUSEPPE-S.CHIARA,Pinus strobus,2
S.GIUSEPPE-S.CHIARA,Pinus sylvestris,2
S.GIUSEPPE-S.CHIARA,Pinus wallichiana,1
S.GIUSEPPE-S.CHIARA,Pittosporum tobira,1
S.GIUSEPPE-S.CHIARA,Platanus,1
S.GIUSEPPE-S.CHIARA,Platanus occidentalis,16
S.GIUSEPPE-S.CHIARA,Platanus orientalis,20
S.GIUSEPPE-S.CHIARA,Platanus x acerifolia 'Bloodgood',135
S.GIUSEPPE-S.CHIARA,Platanus x hispanica,53
S.GIUSEPPE-S.CHIARA,Populus nigra,17
S.GIUSEPPE-S.CHIARA,Prunus,7
S.GIUSEPPE-S.CHIARA,Prunus avium,8
S.GIUSEPPE-S.CHIARA,Prunus cerasifera,157
S.GIUSEPPE-S.CHIARA,Prunus dulcis,1
S.GIUSEPPE-S.CHIARA,Prunus laurocerasus,1
S.GIUSEPPE-S.CHIARA,Prunus padus,1
S.GIUSEPPE-S.CHIARA,Pseudotsuga menziesii,16
S.GIUSEPPE-S.CHIARA,Pterocarya,1
S.GIUSEPPE-S.CHIARA,Pterocarya rhoifolia,2
S.GIUSEPPE-S.CHIARA,Pyrus,2
S.GIUSEPPE-S.CHIARA,Pyrus calleryana,116
S.GIUSEPPE-S.CHIARA,Pyrus communis,1
S.GIUSEPPE-S.CHIARA,Quercus,1
S.GIUSEPPE-S.CHIARA,Quercus ilex,2
S.GIUSEPPE-S.CHIARA,Quercus petraea,3
S.GIUSEPPE-S.CHIARA,Quercus robur,16
S.GIUSEPPE-S.CHIARA,Quercus rubra,24
S.GIUSEPPE-S.CHIARA,Rhododendron obtusum,1
S.GIUSEPPE-S.CHIARA,Robinia pseudoacacia,34
S.GIUSEPPE-S.CHIARA,Salix x sepulcralis v. chrysocoma,1
S.GIUSEPPE-S.CHIARA,Sambucus nigra,1
S.GIUSEPPE-S.CHIARA,Sophora japonica,52
S.GIUSEPPE-S.CHIARA,Sorbus aucuparia,9
S.GIUSEPPE-S.CHIARA,Sorbus thuringiaca,4
S.GIUSEPPE-S.CHIARA,Sorbus torminalis,1
S.GIUSEPPE-S.CHIARA,Spiraea,1
S.GIUSEPPE-S.CHIARA,Taxus baccata,8
S.GIUSEPPE-S.CHIARA,Thuja plicata,2
S.GIUSEPPE-S.CHIARA,Tilia,2
S.GIUSEPPE-S.CHIARA,Tilia cordata,31
S.GIUSEPPE-S.CHIARA,Tilia platyphyllos,2
S.GIUSEPPE-S.CHIARA,Tilia x euchlora,6
S.GIUSEPPE-S.CHIARA,Tilia x europaea,118
S.GIUSEPPE-S.CHIARA,Tilia x vulgaris,17
S.GIUSEPPE-S.CHIARA,Ulmus,4
S.GIUSEPPE-S.CHIARA,Ulmus glabra,4
S.GIUSEPPE-S.CHIARA,Ulmus laevis,1
S.GIUSEPPE-S.CHIARA,Ulmus minor,5
S.GIUSEPPE-S.CHIARA,Ulmus pumila,5
SARDAGNA,Acer platanoides,2
SARDAGNA,Acer pseudoplatanus,11
SARDAGNA,Cupressus,6
SARDAGNA,Morus nigra,1
SARDAGNA,Ostrya carpinifolia,1
SARDAGNA,Parrotia persica,9
SARDAGNA,Prunus serrulata,1
SARDAGNA,Pseudotsuga menziesii,1
SARDAGNA,Robinia pseudoacacia,6
VILLAZZANO,Abies alba,1
VILLAZZANO,Acer campestre,7
VILLAZZANO,Acer opalus,1
VILLAZZANO,Acer platanoides,4
VILLAZZANO,Acer pseudoplatanus,14
VILLAZZANO,Acer tataricum ssp. ginnala,1
VILLAZZANO,Alnus glutinosa,1
VILLAZZANO,Berberis thunbergii,20
VILLAZZANO,Betula pendula,3
VILLAZZANO,Carpinus betulus,33
VILLAZZANO,Cedrus atlantica,1
VILLAZZANO,Cedrus deodara,3
VILLAZZANO,Celtis australis,19
VILLAZZANO,Cornus,5
VILLAZZANO,Cornus sanguinea,2
VILLAZZANO,Corylus avellana,2
VILLAZZANO,Corylus colurna,1
VILLAZZANO,Cupressus,25
VILLAZZANO,Cupressus sempervirens,13
VILLAZZANO,Davidia involucrata,1
VILLAZZANO,Diospyros kaki,1
VILLAZZANO,Eriobotrya japonica,1
VILLAZZANO,Fagus sylvatica,2
VILLAZZANO,Ficus carica,1
VILLAZZANO,Fraxinus,2
VILLAZZANO,Fraxinus americana,22
VILLAZZANO,Fraxinus excelsior,4
VILLAZZANO,Fraxinus ornus,2
VILLAZZANO,Gleditsia triacanthos,27
VILLAZZANO,Juglans nigra,1
VILLAZZANO,Liquidambar styraciflua,4
VILLAZZANO,Liriodendron tulipifera,10
VILLAZZANO,Malus floribunda,6
VILLAZZANO,Malus sylvestris,2
VILLAZZANO,Morus nigra,4
VILLAZZANO,Ostrya carpinifolia,6
VILLAZZANO,Parrotia persica,5
VILLAZZANO,Picea abies,2
VILLAZZANO,Pinus nigra,3
VILLAZZANO,Platanus x acerifolia 'Bloodgood',1
VILLAZZANO,Platanus x hispanica,3
VILLAZZANO,Populus nigra,11
VILLAZZANO,Prunus,2
VILLAZZANO,Prunus avium,33
VILLAZZANO,Prunus domestica,4
VILLAZZANO,Pyrus calleryana,8
VILLAZZANO,Pyrus communis,2
VILLAZZANO,Quercus petraea,1
VILLAZZANO,Quercus robur,8
VILLAZZANO,Robinia pseudoacacia,13
VILLAZZANO,Sophora japonica,14
VILLAZZANO,Sorbus,2
VILLAZZANO,Sorbus torminalis,1
VILLAZZANO,Taxus baccata,3
VILLAZZANO,Tilia cordata,35
VILLAZZANO,Tilia x europaea,10
VILLAZZANO,Ulmus,1
VILLAZZANO,Viburnum sieboldii,2
